1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,50,51,53,54,55,56,57,58,59,60,61,62,63,64,67,68,69,72,74,75,76,77,78,79,80,81,82,83,84,85,86,89,90,91,92,96,98,99,101,102,103,104,105,106,107,110,111,112,113,114,115,117,119,120,121,122,126,127,131,133,134,136,143,150,154,157,161,201,202,203,222,223,236,238,245,254,266,267,268,412,420,421,429,432
0.0,2088162.48369,1796402.89568,2951213.46337,2180569.7861,1811398.79723,2404392.20682,2073000.60736,2159392.48268,2137541.63782,2474000.70237,2404167.7695,1938158.38425,1976733.21414,2050208.72029,2342993.81729,3250548.13566,2223310.78763,2207992.87452,1882869.02572,2083852.53814,2022541.80382,2237343.95661,2321987.76127,2540889.71832,2377943.776,2335787.97308,2583482.22109,2005259.79222,1829161.56232,1988066.64907,2020161.61924,1942411.81552,2839844.85566,3010587.23779,1870005.33477,2783358.1396,1856569.44859,3044907.4397,3670743.96288,2643620.15806,1975615.08014,2214295.38057,1832431.95803,1899823.61112,1992851.3046,1887015.34084,2456795.44218,2788519.23489,2021020.95056,2419849.13879,2043207.75874,1938463.42473,2837430.79483,2489529.73926,2268304.44579,1958086.36451,3236861.30273,2125391.50252,4006115.15052,4902877.72812,1970561.17906,2009481.56541,1905854.61373,2342568.44849,2332908.36663,2478319.27344,2506767.79591,2034436.96189,2067180.41555,2196471.27113,3052343.53102,2170970.07219,1818429.35193,2372716.52665,1872759.32993,2029001.13235,2441915.48298,2291553.0031,2546906.35487,4092827.13849,1884642.85942,2031985.97027,2461263.12351,2037094.72263,1963339.27523,3082213.097,2311266.40021,3021883.68603,2415736.52126,3730673.03307,1878276.03572,2425788.60175,2125488.25622,1902340.77953,2412233.41428,1920656.84842,2462329.48906,3050659.84172,2146566.52016,2216758.00683,2493275.86852,2174020.79563,1931058.62922,2734493.20851,2310657.21753,1976392.18565,1795681.98275,2205231.70314,2098170.11723,2118903.66861,4632070.01744,2282092.87714,2295259.4516,2265598.10388,2085647.0489,3340098.31114,1955291.52584,3878974.03515,3494634.19802,3601122.74395,2110173.03038,2188782.01197,2543377.45034,2497741.08362,4620562.51156,1840248.13238,2372373.9717,2665433.21716,3165488.57797,
0,0.0,1271252.24428,2776162.37545,1836293.63653,1303401.43904,2216631.55879,1732340.06014,1803791.57637,1768329.39947,2339814.0636,2160945.68481,1477852.90899,1444641.61921,1743195.38134,2213737.07594,3080382.75739,2021397.17964,1850165.52214,1419122.61959,1869269.33185,1770228.811,1927213.77472,1905935.69503,2477393.66456,2036711.21011,1962639.50004,2310075.93963,1595544.61738,1279899.68614,1688630.22296,1753768.8368,1522437.11811,2596431.49865,2804587.83222,1374471.624,2637259.28943,1376063.21033,2790169.49897,3637663.60211,2284518.35693,1605989.01311,1901794.9807,1365396.66702,1513593.10326,1528233.46749,1430453.89396,2346299.78387,2747182.18333,1684403.00837,2212549.07388,1648868.61269,1410885.92107,2526705.69117,2185000.06415,1977938.97173,1640260.22543,3040745.00471,1897044.83826,3916583.30912,4891681.30406,1471663.42301,1592360.93494,1420532.40963,2011390.00878,2080303.121,2230400.49102,2207414.04821,1620505.71978,1663164.48011,1878143.08152,2970837.05289,1764294.95179,1233653.4127,2063114.22808,1399889.39721,1664580.14108,2263082.8485,1989689.23762,2289740.13489,3986204.76452,1453432.89112,1607396.57983,2428028.79606,1616086.26779,1558044.34994,2972853.82229,2058451.62587,2898770.18107,2118746.05944,3557881.94833,1423711.37021,2146911.16459,1768476.61974,1469786.55944,2097192.88211,1512604.60382,2295954.90466,2815453.85036,1731002.57144,1882718.32745,2126067.88373,1740434.63588,1507180.06471,2542338.9675,1966902.27323,1568788.85833,1275831.24526,1879451.42357,1691986.64175,1706371.46447,4538166.18213,1963682.31145,2027625.95689,1946644.50178,1728775.91499,3336782.02832,1551403.34973,3816113.62512,3363694.38952,3422859.11787,1830158.80156,1715808.03008,2423756.90989,2224718.09548,4611356.29119,1330260.12614,2022664.30698,2415722.50756,2987298.68012,
0,0,0.0,2598872.71403,1587809.91167,636312.292939,1956746.3818,1380758.90538,1402812.44048,1375948.35512,2119247.31191,1905344.13973,1059982.18696,1016190.64255,1398769.89149,1905813.95106,2864653.27997,1765396.75584,1473977.99286,880557.528502,1513124.47615,1435207.00446,1619939.53003,1774976.17649,2228501.93716,1669985.4018,1616987.7821,2031757.06098,1175655.22982,691537.504151,1278442.61669,1363276.46786,1050756.02441,2338733.46638,2580927.22501,886738.328582,2373488.22165,830788.481121,2645323.75632,3472171.27804,2102213.98271,1208869.88686,1521235.41028,748911.052889,1030351.42632,1160875.0359,868706.313666,2126485.81194,2553370.93596,1418656.53687,1928642.27243,1227349.17039,1048923.78692,2362242.4581,1920597.04965,1676984.95281,1225337.91144,2865987.30759,1577030.73574,3855760.62308,4849038.44417,1034438.56435,1137273.19708,856020.737487,1648257.00781,1811120.00641,1981311.02651,1939402.44757,1232252.60958,1372911.92908,1572698.94497,2831340.39033,1375213.7848,608840.342368,1745797.82353,853558.9913,1284081.49231,1988473.55271,1621348.28878,2015732.87661,3889536.15806,950257.261335,1262611.69058,2169832.87908,1158304.20884,1170705.36495,2803009.42574,1847769.40831,2740085.47852,1813882.72437,3435433.23514,924911.756499,1925557.66451,1406189.96419,955122.849146,1873885.25166,1009729.16306,2035205.51582,2635530.86417,1423341.0562,1558602.81975,1977889.04826,1407991.15147,1052326.95264,2330005.85522,1638881.87468,1091137.52768,570941.938101,1504603.53378,1383499.69688,1308093.08728,4471013.00028,1606124.55279,1737403.38739,1631985.0307,1358073.17339,3200514.71559,1125700.6408,3734951.6133,3231754.44741,3297074.86531,1486925.56854,1378134.01425,2134412.45953,1966645.09268,4521895.96829,728106.253035,1736549.3696,2207259.536,2786133.72077,
0,0,0,0.0,2904880.937,2609103.32809,2877791.18184,2713152.32935,2877147.10197,2788290.07062,3131319.25195,3029353.88936,2636963.90063,2707187.61846,2699442.86133,3085812.01182,3781809.45076,2848365.96499,2906606.40722,2639245.53432,2857650.8586,2749732.22731,2955920.38535,2985752.31694,3251774.06744,3014340.88079,2985873.6083,3190790.14506,2705304.51036,2568714.02353,2794042.64137,2822760.98839,2699061.4413,3393225.2064,3532436.80925,2637797.00498,3445697.36864,2540311.12809,3557545.4084,4183380.0968,2926933.54008,2644336.37308,2924061.13025,2637216.79372,2665286.07918,2732935.59332,2665205.27462,3051126.49076,3413544.45916,2772571.13454,3083141.42583,2776695.19154,2673726.12082,3396359.94294,3084373.47323,2907566.44248,2613195.46595,3757695.38557,2870410.47801,4147717.35634,5031213.12653,2666039.78431,2686393.52991,2670217.02613,3009750.83224,3036685.32291,3012077.73482,3089959.20542,2758639.28393,2733338.5691,2880789.70821,3319320.16551,2869242.66442,2608121.88744,3036707.20397,2637479.71957,2774404.72274,3171209.82211,2986359.06363,3122583.68556,4366886.37655,2604118.09715,2717282.70702,3187809.71717,2715303.47129,2708913.75087,3482798.97387,2843175.97985,3414574.97518,3090227.35101,4094921.79619,2594463.23217,3086548.05459,2626281.30997,2691118.65946,2982493.76562,2671774.12281,3080389.18953,3495851.17079,2819374.33281,2867982.47975,3101341.15663,2823347.74684,2631039.31447,3314404.29125,2961206.68843,2701442.36932,2591981.35758,2932919.45021,2778421.37571,2812979.17804,4769599.56093,2971391.13823,2990381.30389,2825645.45473,2757197.78796,3815985.52294,2699518.51893,4093914.10079,3675540.29917,3934175.24851,2820416.17392,2873648.08174,3287186.9526,2872809.96586,4918730.73209,2626641.55131,2945055.62318,3102403.85325,3653940.45204,
0,0,0,0,0.0,1617235.29746,2367558.05947,1915627.1359,1988386.09733,1946969.01632,2250921.7605,2245292.48009,1784406.46175,1766451.37022,1919215.30524,2350887.7667,3125652.32877,2163332.53411,1982068.68429,1678738.16525,2010786.27921,1930565.17675,2096710.7305,2143423.35834,2550827.55342,2228935.12709,2170727.41901,2466263.36768,1849756.39126,1623825.59196,1875872.28929,1863489.63271,1726218.68666,2755934.06569,2919924.48675,1658417.69761,2707884.39178,1668599.92316,2949124.85423,3721663.89359,2456337.4111,1853118.39893,2113194.40612,1640537.37069,1738048.66576,1774930.76743,1691963.38873,2414855.37479,2763032.81517,1833852.65401,2368001.48712,1844599.3826,1722180.93882,2696095.12919,2319544.55929,2146548.27673,1883397.73346,3064581.38489,2063890.32327,3926207.42263,4893504.52608,1793631.98248,1851154.80099,1677978.80896,2197232.67231,2206467.54726,2397752.83001,2299896.80795,1877701.07683,1922639.57454,2002559.61958,3007005.7172,1999647.61574,1610703.50175,2231347.8092,1693901.09644,1743682.54605,2335907.34431,2146926.96284,2411594.54134,4061854.85707,1715834.80869,1840541.62352,2489366.19609,1863939.92295,1735204.90557,3095288.57759,2188618.22779,2974252.92901,2202642.9462,3626278.86775,1686636.22614,2308155.31145,1991497.49711,1669371.90909,2267142.50656,1768302.99273,2472484.67064,2933991.41054,1966115.79545,2069088.87637,2333215.66108,2005756.01705,1790988.01103,2663396.8627,2140262.27358,1833949.53142,1587384.70964,2084341.87217,1964503.44701,1938436.1653,4542949.02727,2167683.06746,2207075.35316,2135690.4113,1907210.08395,3350794.23119,1793716.56533,3838775.40234,3421995.60457,3524157.11606,1908112.06502,2002672.96123,2586091.27327,2414501.48601,4655792.24284,1637261.06401,2204609.60987,2578864.4006,3134786.89937,
0,0,0,0,0,0.0,1968501.85274,1412979.45378,1433630.05168,1411667.83542,2134056.10162,1934488.25161,1092456.695,1062184.75347,1406323.31876,1936620.91126,2882695.28042,1767565.25413,1502402.09136,924806.318607,1541025.93047,1455705.76538,1643958.0863,1803121.62534,2230384.61588,1705937.45454,1635273.29957,2055875.39874,1191852.07232,740738.709342,1321957.33571,1406003.22531,1103623.56638,2356029.46565,2595584.64712,919098.873983,2400674.67943,876896.929664,2659468.58694,3492095.80578,2113899.04424,1209055.54871,1555029.4971,827645.279594,1062490.04002,1198607.36786,921636.263445,2135459.34865,2580017.94794,1477558.0622,1951100.61148,1262986.61111,1090047.02706,2384699.73918,1946276.37949,1699932.06542,1255695.05608,2892050.08021,1604024.58769,3866678.12283,4838590.10903,1066264.98915,1164880.85243,915792.257917,1686291.46949,1832904.8095,1993925.86131,1962756.12503,1290355.84056,1394287.94056,1603375.82088,2829358.80424,1406487.65979,664345.089585,1765407.07483,903760.083977,1323716.0976,2024780.22192,1674203.10981,2039552.56361,3896360.02815,973762.808956,1295619.18253,2204257.77377,1186668.61682,1211956.79589,2821607.95662,1865670.4744,2754987.90415,1846098.09724,3444679.86373,954631.907277,1963986.42911,1424477.28527,1005242.52514,1902162.61078,1048858.0847,2052902.97072,2640746.24629,1442714.52486,1589738.51245,2002168.9158,1423718.22663,1094049.3964,2356736.35703,1661259.03081,1126569.79927,636420.814274,1535023.05994,1409141.84651,1338571.82941,4476425.56269,1646340.19785,1766026.38031,1648825.74783,1384873.99292,3203589.65762,1170298.39328,3723566.10522,3244537.94792,3312915.04154,1516186.08675,1408786.19343,2163810.13066,1970426.77922,4532124.26027,749798.290622,1758325.41337,2197185.18473,2808166.94214,
0,0,0,0,0,0,0.0,2195637.07648,2325406.1622,2274244.99684,2663440.94408,2517626.93936,2011296.98072,2125287.13223,2114116.98089,2576784.32659,3380472.85105,2314208.04639,2361129.92279,2039794.79678,2241825.15375,2170426.36084,2425553.45117,2478085.89308,2722890.28419,2484392.30907,2462303.25415,2700721.90752,2126211.64101,1977357.06935,2194147.5694,2238963.30553,2124698.47706,2934291.59977,3059478.37398,2015099.91318,2948197.09783,1908968.92112,3101947.45591,3784097.54639,2658790.60223,2034114.8775,2335777.73256,2020846.67315,2047723.9664,2152942.40162,2054381.28742,2514434.14134,2874881.22318,2227251.94808,2470044.39997,2198926.97066,2068263.01116,2931987.21846,2597196.12811,2348301.42483,1916827.65519,3366864.5646,2342046.28937,3839817.23624,4703408.53213,2075147.20069,2073379.92562,2064211.58503,2487987.08627,2535349.52199,2432105.94049,2623581.60854,2152788.18118,2133911.49122,2384208.09288,2918647.42479,2312677.47548,1977224.97622,2499013.88004,2010864.11383,2209809.14012,2649686.54185,2443607.64218,2645423.00671,3979177.6667,1968909.34347,2165903.85615,2612344.94495,2122881.25594,2115776.61167,2938680.32234,2333701.17396,2987572.32186,2578947.94816,3750243.38344,1968304.48682,2593747.97414,2047267.23384,2069281.70307,2411786.82506,2062616.25418,2565051.05598,3106924.14271,2283734.4289,2313486.37875,2625644.05571,2269455.87047,1988362.06816,2768256.16147,2404999.68497,2039054.3958,1945462.20929,2347704.46845,2184154.52851,2245601.89571,4503934.55774,2429135.28684,2468831.20994,2321495.50826,2181665.79782,3374706.292,2116813.96317,3718373.15663,3221808.54705,3527436.87809,2272157.50675,2308953.20998,2761466.4114,2321613.90243,4625430.56615,1990521.01914,2457410.12934,2565070.53245,3265320.23456,
0,0,0,0,0,0,0,0.0,1864846.1231,1769427.67052,2335882.63099,2178220.53553,1559640.8303,1591970.76067,1756764.76299,2212636.17821,3085887.65394,2002635.5172,1886948.10404,1491391.888,1881167.36368,1762311.20153,1930590.48863,2033419.25619,2440799.7927,2089838.05931,2025756.19683,2326127.02676,1661398.27461,1408238.69756,1718935.25078,1782587.60681,1599293.82632,2620465.65456,2834295.3381,1435613.98298,2631159.00012,1398164.85796,2789887.4912,3600128.24433,2317902.59254,1620817.07563,1924490.57063,1463711.50805,1545859.98604,1608738.89106,1488258.63608,2278707.5325,2667661.63118,1701389.86817,2230490.18746,1700262.60578,1516073.55625,2567935.24678,2228478.84319,2005127.22335,1635143.36917,3040314.13298,1884558.32386,3882118.6909,4802474.55785,1567246.47323,1637859.81894,1516664.96025,2065134.19481,2050346.26867,2231759.69052,2233266.31195,1703454.2357,1739910.54972,1928358.40469,2855304.71761,1836872.70538,1399402.27531,2095956.76634,1456671.01598,1672864.17575,2286990.16196,1955832.92929,2284411.69677,3967488.58424,1502269.17373,1645985.95969,2396448.15943,1666497.89176,1594948.44765,2924088.41823,2020436.02168,2837439.02367,2144172.57548,3532980.63175,1468582.06265,2145011.82613,1742532.92354,1553150.68475,2086687.88379,1496981.50043,2306773.01579,2845960.50939,1794931.93369,1895555.62517,2193714.67576,1824314.55605,1539345.06665,2542606.11186,2006064.00177,1630292.22407,1379829.52144,1946416.72803,1720519.26501,1761737.00891,4474454.27056,1992982.95372,2068781.01648,1934770.2089,1732100.43539,3278951.17432,1619247.39035,3745153.23637,3286661.39603,3364998.56441,1855785.4892,1843312.10646,2444689.55605,2195344.67283,4550613.94562,1427835.70353,2065076.43126,2408503.22092,3004357.58327,
0,0,0,0,0,0,0,0,0.0,1873484.73353,2422424.40632,2244299.09227,1647884.82676,1640808.9669,1877188.85254,2269328.78525,3118466.82762,2156927.81439,1933283.20178,1530913.4562,1962926.28923,1896432.14503,2055906.86563,2166271.55564,2524691.64719,2099579.47109,2053551.75806,2341233.04936,1714663.28249,1447370.25975,1803298.72097,1796947.85733,1621545.72116,2663546.80008,2846239.39747,1534318.44091,2691403.24911,1527597.66995,2929788.26249,3684225.12754,2460839.04727,1742050.69595,1973457.15564,1490034.39834,1605982.05134,1720824.01361,1535847.1333,2452903.1859,2803370.45399,1856378.21561,2300713.38926,1760154.95272,1646015.44931,2663629.57799,2291090.72213,2093022.16681,1759903.61346,3124499.35441,1995203.02459,4037188.22312,4993530.29793,1638176.32039,1709124.92399,1548676.71882,2078091.08401,2206095.12967,2343712.35439,2313676.25323,1787472.841,1847841.97028,1997968.30947,3079597.52713,1876504.87423,1420015.71002,2160793.2797,1537328.51681,1803689.18072,2315703.34728,2058523.78798,2381431.26398,4083085.35311,1584913.43042,1774701.20266,2486744.75377,1720351.36972,1714960.26189,3073883.57622,2222361.22416,3002169.66591,2201010.87294,3649345.33275,1575481.70179,2285373.16365,1894805.26144,1589030.55825,2266459.5374,1621528.51866,2370793.94683,2922494.49173,1896930.79793,2009960.83017,2341575.32844,1891004.11877,1655213.74975,2655217.68939,2075746.4134,1680518.63661,1399172.81666,1965683.7718,1879835.36568,1812264.10263,4637572.09432,2050991.44028,2136265.74155,2065243.91821,1840351.566,3410022.565,1688853.62906,3931211.37869,3464318.81664,3521019.98266,1913861.0248,1886202.69438,2450369.89185,2340128.0985,4673439.24973,1475988.83963,2133859.12212,2469598.95188,3053810.20829,
